,Int,IntYds,IntAvg,IntLong,IntTd,Solo,Ast,Tot,Sack,SackYds,SId,TId,PId,Player
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P73,/players/delrick-abrams-abramde01
0,2,3,1.50,3,0,61,90,0.0,0.0,--,S5,T2,P74,/players/ricardo-allen-allenri01
1,1,4,4.00,4,0,38,54,0.0,0.0,--,S4,T2,P74,/players/ricardo-allen-allenri01
2,1,28,28.00,28,0,14,17,0.0,0.0,--,S3,T2,P74,/players/ricardo-allen-allenri01
3,2,29,14.50,27,0,54,85,0.0,0.0,8,S2,T2,P74,/players/ricardo-allen-allenri01
4,2,29,14.50,19,0,18,25,0.0,0.0,5,S1,T2,P74,/players/ricardo-allen-allenri01
0,0,0,0.00,0,0,5,7,0.0,0.0,--,S5,T16,P75,/players/allen-bailey-baileal02
1,0,0,0.00,0,0,21,38,2.0,8.0,--,S4,T16,P75,/players/allen-bailey-baileal02
2,0,0,0.00,0,0,27,38,6.0,32.0,--,S3,T16,P75,/players/allen-bailey-baileal02
3,0,0,0.00,0,0,14,26,1.0,11.0,0,S2,T2,P75,/players/allen-bailey-baileal02
4,0,0,0.00,0,0,8,15,1.5,14.5,0,S1,T2,P75,/players/allen-bailey-baileal02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P76,/players/christian-blake-blakech01
1,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T2,P76,/players/christian-blake-blakech01
2,0,0,0.00,0,0,2,3,0.0,0.0,0,S1,T2,P76,/players/christian-blake-blakech01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T25,P77,/players/tony-brooksjames-brookto04
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P77,/players/tony-brooksjames-brookto04
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T22,P78,/players/james-carpenter-carpeja02
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T22,P78,/players/james-carpenter-carpeja02
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T22,P78,/players/james-carpenter-carpeja02
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T2,P78,/players/james-carpenter-carpeja02
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T2,P78,/players/james-carpenter-carpeja02
0,0,0,0.00,0,0,9,11,0.0,0.0,--,S4,T10,P79,/players/jamal-carter-carteja04
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T10,P79,/players/jamal-carter-carteja04
2,0,0,0.00,0,0,5,10,0.0,0.0,1,S2,T2,P79,/players/jamal-carter-carteja04
3,0,0,0.00,0,0,4,5,0.0,0.0,0,S1,T2,P79,/players/jamal-carter-carteja04
0,0,0,0.00,0,0,3,11,0.5,1.0,2,S2,T2,P80,/players/john-cominsky-cominjo01
1,0,0,0.00,0,0,14,28,1.0,4.0,0,S1,T2,P80,/players/john-cominsky-cominjo01
0,0,0,0.00,0,0,2,8,0.0,0.0,1,S1,T2,P81,/players/marlon-davidson-davidma01
0,0,0,0.00,0,0,9,23,0.0,0.0,--,S5,T20,P82,/players/tyeler-davison-davisty04
1,0,0,0.00,0,0,22,31,0.0,0.0,--,S4,T20,P82,/players/tyeler-davison-davisty04
2,0,0,0.00,0,0,8,23,2.0,10.0,--,S3,T20,P82,/players/tyeler-davison-davisty04
3,0,0,0.00,0,0,26,55,1.0,2.0,0,S2,T2,P82,/players/tyeler-davison-davisty04
4,0,0,0.00,0,0,15,36,0.5,6.0,0,S1,T2,P82,/players/tyeler-davison-davisty04
0,0,0,0.00,0,0,32,47,0.0,0.0,--,S5,T7,P83,/players/darqueze-dennard-dennada01
1,2,109,54.50,89t,1,61,85,2.0,6.0,--,S4,T7,P83,/players/darqueze-dennard-dennada01
2,0,0,0.00,0,0,54,68,0.0,0.0,--,S3,T7,P83,/players/darqueze-dennard-dennada01
3,0,0,0.00,0,0,25,37,0.0,0.0,5,S2,T7,P83,/players/darqueze-dennard-dennada01
4,1,0,0.00,0,0,28,36,0.0,0.0,5,S1,T2,P83,/players/darqueze-dennard-dennada01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P84,/players/austin-edwards-edwarau01
0,0,0,0.00,0,0,23,32,4.0,26.5,--,S5,T15,P85,/players/dante-fowler-fowleda03
1,0,0,0.00,0,0,18,21,8.0,49.0,--,S4,T15,P85,/players/dante-fowler-fowleda03
2,0,0,0.00,0,0,8,9,2.0,16.0,--,S3,T15,P85,/players/dante-fowler-fowleda03
3,0,0,0.00,0,0,40,58,11.5,84.0,6,S2,T29,P85,/players/dante-fowler-fowleda03
4,0,0,0.00,0,0,12,23,3.0,15.5,1,S1,T2,P85,/players/dante-fowler-fowleda03
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P86,/players/elliott-fry-fryel01
0,0,0,0.00,0,0,6,7,0.0,0.0,--,S3,T2,P87,/players/russell-gage-gageru01
1,0,0,0.00,0,0,2,2,0.0,0.0,0,S2,T2,P87,/players/russell-gage-gageru01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P87,/players/russell-gage-gageru01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P88,/players/matt-gono-gonoma01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T2,P88,/players/matt-gono-gonoma01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P88,/players/matt-gono-gonoma01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P89,/players/jaeden-graham-grahaja02
1,0,0,0.00,0,0,5,6,0.0,0.0,0,S2,T2,P89,/players/jaeden-graham-grahaja02
2,0,0,0.00,0,0,1,3,0.0,0.0,0,S1,T2,P89,/players/jaeden-graham-grahaja02
0,0,0,0.00,0,0,32,43,0.0,0.0,--,S5,T14,P90,/players/tj-green-greentj01
1,0,0,0.00,0,0,31,45,0.0,0.0,--,S4,T14,P90,/players/tj-green-greentj01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T14,P90,/players/tj-green-greentj01
3,0,0,0.00,0,0,2,2,0.0,0.0,0,S2,T20,P90,/players/tj-green-greentj01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P90,/players/tj-green-greentj01
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S5,T29,P91,/players/todd-gurley-gurleto02
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T29,P91,/players/todd-gurley-gurleto02
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T29,P91,/players/todd-gurley-gurleto02
3,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T29,P91,/players/todd-gurley-gurleto02
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P91,/players/todd-gurley-gurleto02
0,0,0,0.00,0,0,4,6,0.0,0.0,0,S1,T2,P92,/players/tyler-hall-hallty01
0,0,0,0.00,0,0,15,19,2.0,11.0,--,S4,T17,P93,/players/charles-harris-harrich09
1,0,0,0.00,0,0,8,19,1.0,2.0,--,S3,T17,P93,/players/charles-harris-harrich09
2,0,0,0.00,0,0,11,23,0.5,3.5,0,S2,T17,P93,/players/charles-harris-harrich09
3,0,0,0.00,0,0,8,18,3.0,18.0,2,S1,T2,P93,/players/charles-harris-harrich09
0,0,0,0.00,0,0,3,3,0.0,0.0,--,S5,T2,P94,/players/josh-harris-harrijo12
1,0,0,0.00,0,0,1,2,0.0,0.0,--,S4,T2,P94,/players/josh-harris-harrijo12
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P94,/players/josh-harris-harrijo12
3,0,0,0.00,0,0,1,2,0.0,0.0,0,S2,T2,P94,/players/josh-harris-harrijo12
4,0,0,0.00,0,0,0,1,0.0,0.0,0,S1,T2,P94,/players/josh-harris-harrijo12
0,0,0,0.00,0,0,8,13,0.5,6.0,0,S1,T2,P95,/players/jaylinn-hawkins-hawkija02
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P96,/players/matt-hennessy-hennema01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T2,P97,/players/brian-hill-hillbr03
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P97,/players/brian-hill-hillbr03
2,0,0,0.00,0,0,2,2,0.0,0.0,0,S2,T2,P97,/players/brian-hill-hillbr03
3,0,0,0.00,0,0,5,6,0.0,0.0,0,S1,T2,P97,/players/brian-hill-hillbr03
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P98,/players/sterling-hofrichter-hofrist01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T3,P99,/players/hayden-hurst-hurstha01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T3,P99,/players/hayden-hurst-hurstha01
2,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T2,P99,/players/hayden-hurst-hurstha01
0,0,0,0.00,0,0,21,48,3.0,18.0,--,S5,T2,P100,/players/grady-jarrett-jarregr01
1,0,0,0.00,0,0,34,55,4.0,33.0,--,S4,T2,P100,/players/grady-jarrett-jarregr01
2,0,0,0.00,0,0,27,52,6.0,36.0,--,S3,T2,P100,/players/grady-jarrett-jarregr01
3,0,0,0.00,0,0,38,69,7.5,49.0,0,S2,T2,P100,/players/grady-jarrett-jarregr01
4,0,0,0.00,0,0,27,52,4.0,29.5,0,S1,T2,P100,/players/grady-jarrett-jarregr01
0,3,165,55.00,90t,2,75,108,0.0,0.0,--,S5,T2,P101,/players/deion-jones-jonesde07
1,3,42,14.00,41,0,91,138,1.0,0.0,--,S4,T2,P101,/players/deion-jones-jonesde07
2,2,61,30.50,41t,1,34,53,1.0,4.0,--,S3,T2,P101,/players/deion-jones-jonesde07
3,1,27,27.00,27t,1,68,110,0.0,0.0,5,S2,T2,P101,/players/deion-jones-jonesde07
4,2,84,42.00,67t,1,73,106,4.5,38.5,6,S1,T2,P101,/players/deion-jones-jonesde07
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S5,T2,P102,/players/julio-jones-jonesju05
1,0,0,0.00,0,0,1,1,0.0,0.0,--,S4,T2,P102,/players/julio-jones-jonesju05
2,0,0,0.00,0,0,4,4,0.0,0.0,--,S3,T2,P102,/players/julio-jones-jonesju05
3,0,0,0.00,0,0,3,3,0.0,0.0,0,S2,T2,P102,/players/julio-jones-jonesju05
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P102,/players/julio-jones-jonesju05
0,0,0,0.00,0,0,14,23,0.0,0.0,--,S4,T2,P103,/players/damontae-kazee-kazeeda01
1,7,54,7.71,33,0,60,82,0.0,0.0,--,S3,T2,P103,/players/damontae-kazee-kazeeda01
2,3,53,17.67,22,0,46,74,0.0,0.0,3,S2,T2,P103,/players/damontae-kazee-kazeeda01
3,0,0,0.00,0,0,17,20,0.0,0.0,0,S1,T2,P103,/players/damontae-kazee-kazeeda01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T26,P104,/players/younghoe-koo-kooyo01
1,0,0,0.00,0,0,0,1,0.0,0.0,0,S1,T2,P104,/players/younghoe-koo-kooyo01
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T2,P105,/players/chris-lindstrom-lindsch02
1,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T2,P105,/players/chris-lindstrom-lindsch02
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T2,P106,/players/alex-mack-mackal01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T2,P106,/players/alex-mack-mackal01
2,0,0,0.00,0,0,2,2,0.0,0.0,--,S3,T2,P106,/players/alex-mack-mackal01
3,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T2,P106,/players/alex-mack-mackal01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P106,/players/alex-mack-mackal01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T2,P107,/players/jake-matthews-matthja01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T2,P107,/players/jake-matthews-matthja01
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T2,P107,/players/jake-matthews-matthja01
3,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T2,P107,/players/jake-matthews-matthja01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P107,/players/jake-matthews-matthja01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T12,P108,/players/justin-mccray-mccraju01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T12,P108,/players/justin-mccray-mccraju01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T8,P108,/players/justin-mccray-mccraju01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P108,/players/justin-mccray-mccraju01
0,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T2,P109,/players/kaleb-mcgary-mcgarka01
1,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T2,P109,/players/kaleb-mcgary-mcgarka01
0,0,0,0.00,0,0,15,20,6.0,42.0,--,S4,T2,P110,/players/takkarist-mckinley-mckinta01
1,0,0,0.00,0,0,15,22,7.0,50.0,--,S3,T2,P110,/players/takkarist-mckinley-mckinta01
2,0,0,0.00,0,0,18,29,3.5,30.0,0,S2,T2,P110,/players/takkarist-mckinley-mckinta01
3,0,0,0.00,0,0,5,8,1.0,9.0,1,S1,T2,P110,/players/takkarist-mckinley-mckinta01
0,0,0,0.00,0,0,2,3,1.0,5.0,--,S5,T24,P111,/players/steven-means-meansst01
1,0,0,0.00,0,0,3,3,1.0,7.0,--,S4,T24,P111,/players/steven-means-meansst01
2,0,0,0.00,0,0,7,14,1.0,7.0,--,S3,T2,P111,/players/steven-means-meansst01
3,0,0,0.00,0,0,21,38,3.0,23.0,0,S1,T2,P111,/players/steven-means-meansst01
0,0,0,0.00,0,0,3,4,0.0,0.0,0,S2,T2,P112,/players/jordan-miller-millejo12
1,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T2,P112,/players/jordan-miller-millejo12
0,0,0,0.00,0,0,72,106,0.0,0.0,--,S5,T2,P113,/players/keanu-neal-nealke02
1,1,19,19.00,19,0,83,116,0.0,0.0,--,S4,T2,P113,/players/keanu-neal-nealke02
2,0,0,0.00,0,0,1,2,0.0,0.0,--,S3,T2,P113,/players/keanu-neal-nealke02
3,0,0,0.00,0,0,11,14,0.0,0.0,0,S2,T2,P113,/players/keanu-neal-nealke02
4,1,0,0.00,0,0,76,100,1.0,9.0,2,S1,T2,P113,/players/keanu-neal-nealke02
0,0,0,0.00,0,0,2,3,0.0,0.0,--,S5,T2,P114,/players/sharrod-neasman-neasmsh01
1,0,0,0.00,0,0,2,2,0.0,0.0,--,S4,T2,P114,/players/sharrod-neasman-neasmsh01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T20,P114,/players/sharrod-neasman-neasmsh01
3,0,0,0.00,0,0,2,4,0.0,0.0,0,S2,T2,P114,/players/sharrod-neasman-neasmsh01
4,0,0,0.00,0,0,19,27,1.0,9.0,0,S1,T2,P114,/players/sharrod-neasman-neasmsh01
0,1,0,0.00,0,0,20,23,0.0,0.0,--,S3,T2,P115,/players/isaiah-oliver-oliveis01
1,0,0,0.00,0,0,50,62,0.0,0.0,11,S2,T2,P115,/players/isaiah-oliver-oliveis01
2,0,0,0.00,0,0,51,70,1.0,12.0,6,S1,T2,P115,/players/isaiah-oliver-oliveis01
0,0,0,0.00,0,0,3,4,0.0,0.0,0,S2,T2,P116,/players/qadree-ollison-ollisqa01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P116,/players/qadree-ollison-ollisqa01
0,0,0,0.00,0,0,56,91,0.0,0.0,--,S3,T2,P117,/players/foyesade-oluokun-oluokfo01
1,0,0,0.00,0,0,36,62,0.0,0.0,0,S2,T2,P117,/players/foyesade-oluokun-oluokfo01
2,2,65,32.50,51,0,78,117,3.0,19.0,4,S1,T2,P117,/players/foyesade-oluokun-oluokfo01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T11,P118,/players/brandon-powell-powelbr01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T2,P118,/players/brandon-powell-powelbr01
2,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T2,P118,/players/brandon-powell-powelbr01
0,0,0,0.00,0,0,18,30,0.0,0.0,--,S5,T2,P119,/players/laroy-reynolds-reynola03
1,0,0,0.00,0,0,5,7,0.0,0.0,--,S4,T2,P119,/players/laroy-reynolds-reynola03
2,0,0,0.00,0,0,5,6,0.0,0.0,--,S3,T24,P119,/players/laroy-reynolds-reynola03
3,0,0,0.00,0,0,5,6,0.0,0.0,1,S2,T7,P119,/players/laroy-reynolds-reynola03
4,0,0,0.00,0,0,8,13,0.0,0.0,1,S1,T2,P119,/players/laroy-reynolds-reynola03
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P120,/players/calvin-ridley-ridleca01
1,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T2,P120,/players/calvin-ridley-ridleca01
2,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T2,P120,/players/calvin-ridley-ridleca01
0,0,0,0.00,0,0,1,2,0.0,0.0,--,S5,T18,P121,/players/edmond-robinson-robined06
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T1,P121,/players/edmond-robinson-robined06
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T1,P121,/players/edmond-robinson-robined06
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P122,/players/chris-rowland-rowlach02
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T2,P123,/players/matt-ryan-ryanma01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T2,P123,/players/matt-ryan-ryanma01
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T2,P123,/players/matt-ryan-ryanma01
3,0,0,0.00,0,0,1,1,0.0,0.0,0,S2,T2,P123,/players/matt-ryan-ryanma01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P123,/players/matt-ryan-ryanma01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T2,P124,/players/matt-schaub-schauma01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T2,P124,/players/matt-schaub-schauma01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P124,/players/matt-schaub-schauma01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T2,P124,/players/matt-schaub-schauma01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P124,/players/matt-schaub-schauma01
0,0,0,0.00,0,0,15,30,0.0,0.0,--,S3,T2,P125,/players/deadrin-senat-senatde01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T2,P125,/players/deadrin-senat-senatde01
2,0,0,0.00,0,0,2,4,0.0,0.0,0,S1,T2,P125,/players/deadrin-senat-senatde01
0,0,0,0.00,0,0,33,46,0.0,0.0,3,S2,T2,P126,/players/kendall-sheffield-sheffke01
1,0,0,0.00,0,0,37,51,0.0,0.0,3,S1,T2,P126,/players/kendall-sheffield-sheffke01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T2,P127,/players/ito-smith-smithit01
1,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T2,P127,/players/ito-smith-smithit01
2,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T2,P127,/players/ito-smith-smithit01
0,0,0,0.00,0,0,5,5,0.0,0.0,--,S5,T9,P128,/players/keith-smith-smithke17
1,0,0,0.00,0,0,7,9,0.0,0.0,--,S4,T9,P128,/players/keith-smith-smithke17
2,0,0,0.00,0,0,3,8,0.0,0.0,--,S3,T23,P128,/players/keith-smith-smithke17
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T23,P128,/players/keith-smith-smithke17
4,0,0,0.00,0,0,2,8,0.0,0.0,0,S1,T2,P128,/players/keith-smith-smithke17
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T30,P129,/players/luke-stocker-stocklu01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T30,P129,/players/luke-stocker-stocklu01
2,0,0,0.00,0,0,1,2,0.0,0.0,--,S3,T31,P129,/players/luke-stocker-stocklu01
3,0,0,0.00,0,0,4,4,0.0,0.0,0,S2,T2,P129,/players/luke-stocker-stocklu01
4,0,0,0.00,0,0,2,3,0.0,0.0,0,S1,T2,P129,/players/luke-stocker-stocklu01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T27,P130,/players/pita-taumoepenu-taumopi01
1,0,0,0.00,0,0,3,3,0.0,0.0,--,S3,T27,P130,/players/pita-taumoepenu-taumopi01
2,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T1,P130,/players/pita-taumoepenu-taumopi01
3,0,0,0.00,0,0,2,2,0.0,0.0,0,S1,T2,P130,/players/pita-taumoepenu-taumopi01
0,1,0,0.00,0,0,61,74,0.0,0.0,7,S1,T2,P131,/players/aj-terrell-terreaj01
0,0,0,0.00,0,0,1,1,0.0,0.0,--,S5,T18,P132,/players/laquon-treadwell-treadla01
1,0,0,0.00,0,0,2,2,0.0,0.0,--,S4,T18,P132,/players/laquon-treadwell-treadla01
2,0,0,0.00,0,0,1,1,0.0,0.0,--,S3,T18,P132,/players/laquon-treadwell-treadla01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T18,P132,/players/laquon-treadwell-treadla01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P132,/players/laquon-treadwell-treadla01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T2,P133,/players/jacob-tuiotimariner-tuiotja01
1,0,0,0.00,0,0,8,14,0.0,0.0,0,S2,T2,P133,/players/jacob-tuiotimariner-tuiotja01
2,0,0,0.00,0,0,24,31,1.0,8.0,2,S1,T2,P133,/players/jacob-tuiotimariner-tuiotja01
0,0,0,0.00,0,0,31,45,0.0,0.0,1,S1,T2,P134,/players/mykal-walker-walkemy01
0,0,0,0.00,0,0,2,2,0.0,0.0,--,S5,T1,P135,/players/john-wetzel-wetzejo01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T1,P135,/players/john-wetzel-wetzejo01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T1,P135,/players/john-wetzel-wetzejo01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T2,P135,/players/john-wetzel-wetzejo01
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T2,P135,/players/john-wetzel-wetzejo01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T2,P136,/players/blidi-wrehwilson-wrehwbl01
1,0,0,0.00,0,0,3,4,0.0,0.0,--,S4,T2,P136,/players/blidi-wrehwilson-wrehwbl01
2,0,0,0.00,0,0,3,4,0.0,0.0,--,S3,T2,P136,/players/blidi-wrehwilson-wrehwbl01
3,0,0,0.00,0,0,21,25,0.0,0.0,7,S2,T2,P136,/players/blidi-wrehwilson-wrehwbl01
4,3,26,8.67,23,0,6,9,0.0,0.0,4,S1,T2,P136,/players/blidi-wrehwilson-wrehwbl01
0,0,0,0.00,0,0,1,2,0.0,0.0,0,S2,T2,P137,/players/olamide-zaccheaus-zacchol01
1,0,0,0.00,0,0,3,3,0.0,0.0,0,S1,T2,P137,/players/olamide-zaccheaus-zacchol01
0,0,0,0.00,0,0,5,5,0.0,0.0,--,S5,T22,P138,/players/robby-anderson-anderro05
1,0,0,0.00,0,0,3,3,0.0,0.0,--,S4,T22,P138,/players/robby-anderson-anderro05
2,0,0,0.00,0,0,4,4,0.0,0.0,--,S3,T22,P138,/players/robby-anderson-anderro05
3,0,0,0.00,0,0,3,3,0.0,0.0,0,S2,T22,P138,/players/robby-anderson-anderro05
4,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T5,P138,/players/robby-anderson-anderro05
0,1,0,0.00,0,0,41,51,0.0,0.0,--,S5,T21,P139,/players/eli-apple-appleel01
1,0,0,0.00,0,0,41,49,0.0,0.0,--,S4,T21,P139,/players/eli-apple-appleel01
2,0,0,0.00,0,0,20,23,0.0,0.0,--,S3,T21,P139,/players/eli-apple-appleel01
3,0,0,0.00,0,0,53,58,0.0,0.0,4,S2,T20,P139,/players/eli-apple-appleel01
4,0,0,0.00,0,0,3,4,0.0,0.0,0,S1,T5,P139,/players/eli-apple-appleel01
0,0,0,0.00,0,0,0,2,0.0,0.0,--,S4,T5,P140,/players/alex-armah-armahal01
1,0,0,0.00,0,0,1,2,0.0,0.0,--,S3,T5,P140,/players/alex-armah-armahal01
2,0,0,0.00,0,0,2,2,0.0,0.0,0,S2,T5,P140,/players/alex-armah-armahal01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T5,P140,/players/alex-armah-armahal01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T5,P141,/players/reggie-bonnafon-bonnare01
1,0,0,0.00,0,0,2,3,0.0,0.0,0,S2,T5,P141,/players/reggie-bonnafon-bonnare01
2,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T5,P141,/players/reggie-bonnafon-bonnare01
0,2,29,14.50,22,0,38,53,2.0,19.0,--,S5,T5,P142,/players/tre-boston-bostotr01
1,5,49,9.80,25,0,56,79,0.0,0.0,--,S4,T26,P142,/players/tre-boston-bostotr01
2,3,9,3.00,9,0,66,79,0.0,0.0,--,S3,T1,P142,/players/tre-boston-bostotr01
3,3,20,6.67,20,0,53,68,0.0,0.0,11,S2,T5,P142,/players/tre-boston-bostotr01
4,1,0,0.00,0,0,61,95,1.0,7.0,4,S1,T5,P142,/players/tre-boston-bostotr01
0,0,0,0.00,0,0,0,0,0.0,0.0,--,S5,T18,P143,/players/teddy-bridgewater-bridgte01
1,0,0,0.00,0,0,0,0,0.0,0.0,--,S4,T18,P143,/players/teddy-bridgewater-bridgte01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T22,P143,/players/teddy-bridgewater-bridgte01
3,0,0,0.00,0,0,0,0,0.0,0.0,0,S2,T20,P143,/players/teddy-bridgewater-bridgte01
4,0,0,0.00,0,0,1,1,0.0,0.0,0,S1,T5,P143,/players/teddy-bridgewater-bridgte01
0,0,0,0.00,0,0,21,34,2.0,15.0,4,S1,T5,P144,/players/derrick-brown-brownde15
0,0,0,0.00,0,0,19,25,7.5,34.0,0,S2,T5,P145,/players/brian-burns-burnsbr01
1,0,0,0.00,0,0,35,58,9.0,78.0,4,S1,T5,P145,/players/brian-burns-burnsbr01
0,1,0,0.00,0,0,13,16,0.0,0.0,--,S5,T22,P146,/players/juston-burris-burriju01
1,1,48,48.00,48,0,19,21,0.0,0.0,--,S4,T22,P146,/players/juston-burris-burriju01
2,0,0,0.00,0,0,0,0,0.0,0.0,--,S3,T22,P146,/players/juston-burris-burriju01
3,2,42,21.00,27,0,26,32,1.0,14.0,7,S2,T8,P146,/players/juston-burris-burriju01
4,1,0,0.00,0,0,34,53,0.0,0.0,4,S1,T5,P146,/players/juston-burris-burriju01
0,0,0,0.00,0,0,8,9,0.0,0.0,--,S3,T22,P147,/players/trenton-cannon-cannotr01
1,0,0,0.00,0,0,1,3,0.0,0.0,0,S2,T22,P147,/players/trenton-cannon-cannotr01
2,0,0,0.00,0,0,5,6,0.0,0.0,0,S1,T5,P147,/players/trenton-cannon-cannotr01
0,0,0,0.00,0,0,7,13,0.0,0.0,--,S3,T5,P148,/players/jermaine-carter-carteje03
1,0,0,0.00,0,0,22,31,0.5,5.0,0,S2,T5,P148,/players/jermaine-carter-carteje03
2,0,0,0.00,0,0,21,46,0.0,0.0,1,S1,T5,P148,/players/jermaine-carter-carteje03
0,0,0,0.00,0,0,0,0,0.0,0.0,0,S1,T5,P149,/players/joseph-charlton-charljo02
