,Rec,Yds,Avg,YPG,Long,TD,20+,Tar,YAC,SId,TId,PId,Player
0,0,0,0.00,0.0,0,0,--,1,0,S5,T31,P1803,/players/marcus-mariota-marioma01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T31,P1803,/players/marcus-mariota-marioma01
2,1,21,21.00,1.5,21,0,--,1,11,S3,T31,P1803,/players/marcus-mariota-marioma01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T31,P1803,/players/marcus-mariota-marioma01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1803,/players/marcus-mariota-marioma01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T17,P1804,/players/raekwon-mcmillan-mcmilra02
1,0,0,0.00,0.0,0,0,--,0,0,S3,T17,P1804,/players/raekwon-mcmillan-mcmilra02
2,0,0,0.00,0.0,0,0,0,0,0,S2,T17,P1804,/players/raekwon-mcmillan-mcmilra02
3,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1804,/players/raekwon-mcmillan-mcmilra02
0,0,0,0.00,0.0,0,0,--,0,0,S3,T23,P1805,/players/kolton-miller-milleko01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T23,P1805,/players/kolton-miller-milleko01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1805,/players/kolton-miller-milleko01
0,21,174,8.29,13.4,23,5,1,25,97,S2,T23,P1806,/players/foster-moreau-moreafo01
1,7,140,20.00,8.8,47t,2,4,9,51,S1,T23,P1806,/players/foster-moreau-moreafo01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T23,P1808,/players/trayvon-mullen-mulletr01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1808,/players/trayvon-mullen-mulletr01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T8,P1809,/players/carl-nassib-nassica01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T8,P1809,/players/carl-nassib-nassica01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T8,P1809,/players/carl-nassib-nassica01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T30,P1809,/players/carl-nassib-nassica01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1809,/players/carl-nassib-nassica01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T23,P1810,/players/keisean-nixon-nixonke01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1810,/players/keisean-nixon-nixonke01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T26,P1811,/players/james-onwualu-onwuaja01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1811,/players/james-onwualu-onwuaja01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1811,/players/james-onwualu-onwuaja01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T4,P1813,/players/nathan-peterman-peterna01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T4,P1813,/players/nathan-peterman-peterna01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T23,P1813,/players/nathan-peterman-peterna01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1813,/players/nathan-peterman-peterna01
0,49,605,12.35,46.5,65t,4,7,71,301,S2,T23,P1814,/players/hunter-renfrow-renfrhu01
1,56,656,11.71,41.0,53,2,7,77,338,S1,T23,P1814,/players/hunter-renfrow-renfrhu01
0,29,194,6.69,12.1,29,2,--,39,135,S5,T23,P1815,/players/jalen-richard-richaja09
1,27,256,9.48,16.0,39,1,--,36,227,S4,T23,P1815,/players/jalen-richard-richaja09
2,68,607,8.93,37.9,32,0,--,81,495,S3,T23,P1815,/players/jalen-richard-richaja09
3,36,323,8.97,20.2,33,0,5,43,236,S2,T23,P1815,/players/jalen-richard-richaja09
4,19,138,7.26,10.6,19,0,0,23,97,S1,T23,P1815,/players/jalen-richard-richaja09
0,53,371,7.00,37.1,23,5,--,67,385,S5,T11,P1816,/players/theo-riddick-riddith01
1,53,444,8.38,27.8,63,2,--,71,435,S4,T11,P1816,/players/theo-riddick-riddith01
2,61,384,6.30,27.4,20,0,--,74,406,S3,T11,P1816,/players/theo-riddick-riddith01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T10,P1816,/players/theo-riddick-riddith01
4,5,43,8.60,10.8,15,0,0,6,33,S1,T23,P1816,/players/theo-riddick-riddith01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1817,/players/amik-robertson-roberam01
0,26,452,17.38,34.8,72t,2,8,43,145,S1,T23,P1818,/players/henry-ruggs-ruggshe01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T23,P1819,/players/trent-sieg-siegtr01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T23,P1819,/players/trent-sieg-siegtr01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1819,/players/trent-sieg-siegtr01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1820,/players/john-simpson-simpsjo02
0,0,0,0.00,0.0,0,0,--,0,0,S5,T15,P1821,/players/chris-smith-smithch16
1,0,0,0.00,0.0,0,0,--,0,0,S4,T7,P1821,/players/chris-smith-smithch16
2,0,0,0.00,0.0,0,0,--,0,0,S3,T8,P1821,/players/chris-smith-smithch16
3,0,0,0.00,0.0,0,0,0,0,0,S2,T8,P1821,/players/chris-smith-smithch16
4,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1821,/players/chris-smith-smithch16
0,0,0,0.00,0.0,0,0,--,0,0,S3,T25,P1822,/players/kendal-vickers-vickeke02
1,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1822,/players/kendal-vickers-vickeke02
0,10,85,8.50,7.1,15,2,--,17,39,S5,T3,P1823,/players/darren-waller-walleda01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T3,P1823,/players/darren-waller-walleda01
2,90,"1,145",12.72,71.6,75,3,14,117,578,S2,T23,P1823,/players/darren-waller-walleda01
3,107,"1,196",11.18,74.8,38t,9,16,145,572,S1,T23,P1823,/players/darren-waller-walleda01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T23,P1824,/players/javin-white-whiteja09
0,69,673,9.75,42.1,35,3,--,95,273,S5,T9,P1826,/players/jason-witten-witteja01
1,63,560,8.89,35.0,28t,5,--,87,105,S4,T9,P1826,/players/jason-witten-witteja01
2,63,529,8.40,33.1,33,4,2,83,162,S2,T9,P1826,/players/jason-witten-witteja01
3,13,69,5.31,4.3,15,2,0,17,20,S1,T23,P1826,/players/jason-witten-witteja01
0,6,63,10.50,63.0,15,0,--,7,18,S5,T26,P1830,/players/keenan-allen-allenke03
1,102,"1,393",13.66,87.1,51,6,--,159,501,S4,T26,P1830,/players/keenan-allen-allenke03
2,97,"1,196",12.33,74.8,54,6,--,136,403,S3,T26,P1830,/players/keenan-allen-allenke03
3,104,"1,199",11.53,74.9,45,6,15,149,369,S2,T26,P1830,/players/keenan-allen-allenke03
4,100,992,9.92,70.9,28,8,10,147,423,S1,T26,P1830,/players/keenan-allen-allenke03
0,11,93,8.45,7.2,14,1,--,16,39,S5,T13,P1831,/players/stephen-anderson-anderst05
1,25,342,13.68,22.8,42,1,--,52,132,S4,T13,P1831,/players/stephen-anderson-anderst05
2,0,0,0.00,0.0,0,0,--,0,0,S3,T13,P1831,/players/stephen-anderson-anderst05
3,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1831,/players/stephen-anderson-anderst05
4,8,106,13.25,6.6,23,0,1,11,80,S1,T26,P1831,/players/stephen-anderson-anderst05
0,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1832,/players/michael-badgley-badglmi01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1832,/players/michael-badgley-badglmi01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1832,/players/michael-badgley-badglmi01
0,9,56,6.22,4.7,31,0,--,11,76,S3,T17,P1833,/players/kalen-ballage-ballaka02
1,14,63,4.50,5.2,13,0,0,24,87,S2,T17,P1833,/players/kalen-ballage-ballaka02
2,9,67,7.44,22.3,21,0,1,10,83,S1,T22,P1833,/players/kalen-ballage-ballaka02
0,0,0,0.00,0.0,0,0,--,0,0,S4,T8,P1834,/players/bj-bello-bellobj01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T8,P1834,/players/bj-bello-bellobj01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T13,P1834,/players/bj-bello-bellobj01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1834,/players/bj-bello-bellobj01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1835,/players/asmar-bilal-bilalas01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T26,P1836,/players/joey-bosa-bosajo02
1,0,0,0.00,0.0,0,0,--,0,0,S4,T26,P1836,/players/joey-bosa-bosajo02
2,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1836,/players/joey-bosa-bosajo02
3,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1836,/players/joey-bosa-bosajo02
4,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1836,/players/joey-bosa-bosajo02
0,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1837,/players/darius-bradwell-bradwda01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1839,/players/cortez-broughton-brougco01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1839,/players/cortez-broughton-brougco01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1842,/players/cole-christiansen-chrisco01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T26,P1843,/players/michael-davis-davismi09
1,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1843,/players/michael-davis-davismi09
2,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1843,/players/michael-davis-davismi09
3,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1843,/players/michael-davis-davismi09
0,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1844,/players/emeke-egbule-egbulem01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1844,/players/emeke-egbule-egbulem01
0,27,279,10.33,17.4,38,3,--,35,246,S4,T26,P1845,/players/austin-ekeler-ekeleau01
1,39,404,10.36,28.9,44t,3,--,53,411,S3,T26,P1845,/players/austin-ekeler-ekeleau01
2,92,993,10.79,62.1,84t,8,9,108,940,S2,T26,P1845,/players/austin-ekeler-ekeleau01
3,54,403,7.46,40.3,28,2,2,65,473,S1,T26,P1845,/players/austin-ekeler-ekeleau01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1846,/players/brandon-facyson-facysbr01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1846,/players/brandon-facyson-facysbr01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1846,/players/brandon-facyson-facysbr01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T26,P1847,/players/dan-feeney-feeneda01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1847,/players/dan-feeney-feeneda01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1847,/players/dan-feeney-feeneda01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1847,/players/dan-feeney-feeneda01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1848,/players/breiden-fehoko-fehokbr01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1849,/players/joe-gaziano-gaziajo01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1850,/players/alohi-gilman-gilmaal01
0,22,237,10.77,19.8,31,1,--,37,101,S5,T10,P1851,/players/virgil-green-greenvi02
1,14,191,13.64,11.9,44,1,--,22,92,S4,T10,P1851,/players/virgil-green-greenvi02
2,19,210,11.05,13.1,26,1,--,27,102,S3,T26,P1851,/players/virgil-green-greenvi02
3,9,78,8.67,5.2,15,1,0,13,39,S2,T26,P1851,/players/virgil-green-greenvi02
4,3,50,16.67,8.3,26t,1,1,6,23,S1,T26,P1851,/players/virgil-green-greenvi02
0,0,0,0.00,0.0,0,0,0,0,0,S2,T9,P1853,/players/jalen-guyton-guytoja01
1,28,511,18.25,31.9,72t,3,7,55,179,S1,T26,P1853,/players/jalen-guyton-guytoja01
0,36,478,13.28,31.9,59,8,--,53,194,S5,T26,P1856,/players/hunter-henry-henryhu01
1,45,579,12.87,41.4,34,4,--,62,221,S4,T26,P1856,/players/hunter-henry-henryhu01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1856,/players/hunter-henry-henryhu01
3,55,652,11.85,54.3,30t,5,8,76,159,S2,T26,P1856,/players/hunter-henry-henryhu01
4,60,613,10.22,43.8,33,4,5,93,244,S1,T26,P1856,/players/hunter-henry-henryhu01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1857,/players/justin-herbert-herbeju01
0,7,73,10.43,4.9,25,0,1,11,18,S1,T26,P1858,/players/kj-hill-hillkj01
0,15,135,9.00,10.4,19,0,--,19,152,S3,T26,P1860,/players/justin-jackson-jacksju03
1,9,22,2.44,3.1,9,0,0,11,38,S2,T26,P1860,/players/justin-jackson-jacksju03
2,19,173,9.11,19.2,34,0,2,24,204,S1,T26,P1860,/players/justin-jackson-jacksju03
0,0,0,0.00,0.0,0,0,--,0,0,S3,T7,P1861,/players/malik-jefferson-jeffema01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T7,P1861,/players/malik-jefferson-jeffema01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1861,/players/malik-jefferson-jeffema01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T26,P1862,/players/rayshawn-jenkins-jenkira03
1,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1862,/players/rayshawn-jenkins-jenkira03
2,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1862,/players/rayshawn-jenkins-jenkira03
3,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1862,/players/rayshawn-jenkins-jenkira03
0,0,0,0.00,0.0,0,0,0,0,0,S2,T13,P1863,/players/tyron-johnson-johnsty05
1,20,398,19.90,33.2,55,3,7,26,59,S1,T26,P1863,/players/tyron-johnson-johnsty05
0,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1864,/players/justin-jones-jonesju08
1,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1864,/players/justin-jones-jonesju08
2,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1864,/players/justin-jones-jonesju08
0,23,148,6.43,10.6,35,0,1,23,173,S1,T26,P1866,/players/joshua-kelley-kellejo01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T26,P1867,/players/desmond-king-kingde02
1,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1867,/players/desmond-king-kingde02
2,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1867,/players/desmond-king-kingde02
3,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1867,/players/desmond-king-kingde02
0,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1868,/players/forrest-lamp-lampfo01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1868,/players/forrest-lamp-lampfo01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1868,/players/forrest-lamp-lampfo01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1869,/players/jessie-lemonier-lemonje01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1870,/players/ty-long-longty01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1870,/players/ty-long-longty01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1871,/players/cole-mazza-mazzaco01
0,2,43,21.50,4.3,32,0,1,5,6,S2,T26,P1872,/players/jason-moore-mooreja03
1,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1872,/players/jason-moore-mooreja03
0,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1873,/players/kenneth-murray-murrake01
0,5,25,5.00,1.6,9,2,0,7,23,S1,T26,P1874,/players/gabe-nabers-naberga01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T11,P1875,/players/storm-norton-nortost01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T18,P1875,/players/storm-norton-nortost01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T18,P1875,/players/storm-norton-nortost01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1876,/players/uchenna-nwosu-nwosuuc01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1876,/players/uchenna-nwosu-nwosuuc01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1876,/players/uchenna-nwosu-nwosuuc01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T32,P1877,/players/donald-parham-parhado01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T26,P1878,/players/denzel-perryman-perryde01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T26,P1878,/players/denzel-perryman-perryde01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1878,/players/denzel-perryman-perryde01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1878,/players/denzel-perryman-perryde01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1878,/players/denzel-perryman-perryde01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T22,P1880,/players/troymaine-pope-popetr01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T14,P1880,/players/troymaine-pope-popetr01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T13,P1880,/players/troymaine-pope-popetr01
3,2,14,7.00,1.0,13t,1,0,3,11,S2,T26,P1880,/players/troymaine-pope-popetr01
4,8,42,5.25,7.0,11,0,0,10,44,S1,T26,P1880,/players/troymaine-pope-popetr01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1881,/players/scott-quessenberry-quesssc01
1,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1881,/players/scott-quessenberry-quesssc01
2,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1881,/players/scott-quessenberry-quesssc01
0,0,0,0.00,0.0,0,0,0,1,0,S1,T26,P1882,/players/joe-reed-reedjo04
0,0,0,0.00,0.0,0,0,--,0,0,S4,T26,P1883,/players/isaac-rochell-rocheis01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1883,/players/isaac-rochell-rocheis01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1883,/players/isaac-rochell-rocheis01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1883,/players/isaac-rochell-rocheis01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1884,/players/matt-sokol-sokolma01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1884,/players/matt-sokol-sokolma01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T19,P1886,/players/tyree-st-louis-stlouty01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1886,/players/tyree-st-louis-stlouty01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1887,/players/easton-stick-stickea01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1887,/players/easton-stick-stickea01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T4,P1888,/players/tyrod-taylor-tayloty02
1,0,0,0.00,0.0,0,0,--,0,0,S4,T4,P1888,/players/tyrod-taylor-tayloty02
2,0,0,0.00,0.0,0,0,--,0,0,S3,T8,P1888,/players/tyrod-taylor-tayloty02
3,0,0,0.00,0.0,0,0,0,1,0,S2,T26,P1888,/players/tyrod-taylor-tayloty02
4,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1888,/players/tyrod-taylor-tayloty02
0,0,0,0.00,0.0,0,0,--,0,0,S4,T26,P1889,/players/sam-tevi-tevisa01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1889,/players/sam-tevi-tevisa01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1889,/players/sam-tevi-tevisa01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1889,/players/sam-tevi-tevisa01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1890,/players/jerry-tillery-tilleje01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1890,/players/jerry-tillery-tilleje01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1892,/players/drue-tranquill-tranqdr01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1892,/players/drue-tranquill-tranqdr01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T5,P1893,/players/trai-turner-turnetr02
1,0,0,0.00,0.0,0,0,--,0,0,S4,T5,P1893,/players/trai-turner-turnetr02
2,0,0,0.00,0.0,0,0,--,0,0,S3,T5,P1893,/players/trai-turner-turnetr02
3,0,0,0.00,0.0,0,0,0,0,0,S2,T5,P1893,/players/trai-turner-turnetr02
4,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1893,/players/trai-turner-turnetr02
0,0,0,0.00,0.0,0,0,--,0,0,S5,T7,P1894,/players/nick-vigil-vigilni01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T7,P1894,/players/nick-vigil-vigilni01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T7,P1894,/players/nick-vigil-vigilni01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T7,P1894,/players/nick-vigil-vigilni01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1894,/players/nick-vigil-vigilni01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T26,P1896,/players/kyzir-white-whiteky02
1,0,0,0.00,0.0,0,0,0,0,0,S2,T26,P1896,/players/kyzir-white-whiteky02
2,0,0,0.00,0.0,0,0,0,0,0,S1,T26,P1896,/players/kyzir-white-whiteky02
0,11,95,8.64,9.5,20,0,--,23,11,S4,T26,P1897,/players/mike-williams-willimi21
1,43,664,15.44,41.5,55t,10,--,66,118,S3,T26,P1897,/players/mike-williams-willimi21
2,49,"1,001",20.43,66.7,56,2,17,90,187,S2,T26,P1897,/players/mike-williams-willimi21
3,48,756,15.75,50.4,64t,5,13,85,162,S1,T26,P1897,/players/mike-williams-willimi21
0,11,61,5.55,10.2,13,0,0,14,71,S1,T17,P1898,/players/salvon-ahmed-ahmedsa01
0,0,0,0.00,0.0,0,0,--,0,0,S3,T17,P1899,/players/jerome-baker-bakerje04
1,0,0,0.00,0.0,0,0,0,0,0,S2,T17,P1899,/players/jerome-baker-bakerje04
2,0,0,0.00,0.0,0,0,0,0,0,S1,T17,P1899,/players/jerome-baker-bakerje04
0,28,211,7.54,21.1,22,0,1,37,112,S1,T17,P1900,/players/lynn-bowden-bowdely01
0,21,180,8.57,11.2,32,1,--,36,160,S4,T27,P1901,/players/matt-breida-breidma01
1,27,261,9.67,18.6,26,2,--,31,235,S3,T27,P1901,/players/matt-breida-breidma01
2,19,120,6.32,9.2,17,1,0,22,127,S2,T27,P1901,/players/matt-breida-breidma01
3,9,96,10.67,8.0,31,0,2,10,90,S1,T17,P1901,/players/matt-breida-breidma01
0,43,586,13.63,36.6,71,5,--,79,236,S3,T8,P1902,/players/antonio-callaway-callaan01
1,8,89,11.12,22.2,41,0,1,15,44,S2,T8,P1902,/players/antonio-callaway-callaan01
2,2,20,10.00,4.0,13,0,0,4,3,S1,T17,P1902,/players/antonio-callaway-callaan01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T17,P1903,/players/chandler-cox-coxch03
1,2,9,4.50,1.1,6,0,0,2,7,S1,T17,P1903,/players/chandler-cox-coxch03
0,0,0,0.00,0.0,0,0,--,0,0,S4,T13,P1904,/players/julien-davenport-davenju01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T13,P1904,/players/julien-davenport-davenju01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T13,P1904,/players/julien-davenport-davenju01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T17,P1904,/players/julien-davenport-davenju01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T17,P1906,/players/raekwon-davis-davisra06
0,1,0,0.00,0.0,0,0,0,1,0,S2,T17,P1907,/players/michael-deiter-deitemi01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T17,P1907,/players/michael-deiter-deitemi01
0,0,0,0.00,0.0,0,0,0,0,0,S2,T17,P1908,/players/samuel-eguavoen-eguavsa01
1,0,0,0.00,0.0,0,0,0,0,0,S1,T17,P1908,/players/samuel-eguavoen-eguavsa01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T7,P1909,/players/clayton-fejedelem-fejedcl01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T7,P1909,/players/clayton-fejedelem-fejedcl01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T7,P1909,/players/clayton-fejedelem-fejedcl01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T7,P1909,/players/clayton-fejedelem-fejedcl01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T17,P1909,/players/clayton-fejedelem-fejedcl01
0,0,0,0.00,0.0,0,0,0,0,0,S1,T17,P1910,/players/blake-ferguson-fergubl01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T22,P1911,/players/ryan-fitzpatrick-fitzpry01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T30,P1911,/players/ryan-fitzpatrick-fitzpry01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T30,P1911,/players/ryan-fitzpatrick-fitzpry01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T17,P1911,/players/ryan-fitzpatrick-fitzpry01
4,1,0,0.00,0.0,0,0,0,1,4,S1,T17,P1911,/players/ryan-fitzpatrick-fitzpry01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T21,P1912,/players/ereck-flowers-floweer02
1,0,0,0.00,0.0,0,0,--,0,0,S4,T21,P1912,/players/ereck-flowers-floweer02
2,0,0,0.00,0.0,0,0,--,0,0,S3,T21,P1912,/players/ereck-flowers-floweer02
3,0,0,0.00,0.0,0,0,0,0,0,S2,T32,P1912,/players/ereck-flowers-floweer02
4,0,0,0.00,0.0,0,0,0,0,0,S1,T17,P1912,/players/ereck-flowers-floweer02
0,0,0,0.00,0.0,0,0,--,1,0,S3,T17,P1913,/players/isaiah-ford-fordis01
1,23,244,10.61,30.5,28,0,2,35,86,S2,T17,P1913,/players/isaiah-ford-fordis01
2,28,276,9.86,27.6,18,0,0,44,73,S1,T17,P1913,/players/isaiah-ford-fordis01
0,0,0,0.00,0.0,0,0,--,0,0,S5,T9,P1914,/players/kavon-frazier-frazika01
1,0,0,0.00,0.0,0,0,--,0,0,S4,T9,P1914,/players/kavon-frazier-frazika01
2,0,0,0.00,0.0,0,0,--,0,0,S3,T9,P1914,/players/kavon-frazier-frazika01
3,0,0,0.00,0.0,0,0,0,0,0,S2,T9,P1914,/players/kavon-frazier-frazika01
4,0,0,0.00,0.0,0,0,0,0,0,S1,T17,P1914,/players/kavon-frazier-frazika01
0,7,51,7.29,7.3,20,0,1,12,46,S2,T17,P1915,/players/myles-gaskin-gaskimy01
1,41,388,9.46,38.8,59t,2,3,47,388,S1,T17,P1915,/players/myles-gaskin-gaskimy01
0,22,202,9.18,12.6,27,0,--,32,96,S3,T17,P1916,/players/mike-gesicki-gesicmi01
1,51,570,11.18,35.6,34,5,7,89,175,S2,T17,P1916,/players/mike-gesicki-gesicmi01
2,53,703,13.26,46.9,70,6,10,85,164,S1,T17,P1916,/players/mike-gesicki-gesicmi01
0,0,0,0.00,0.0,0,0,--,0,0,S4,T17,P1917,/players/davon-godchaux-godchda01
1,0,0,0.00,0.0,0,0,--,0,0,S3,T17,P1917,/players/davon-godchaux-godchda01
2,0,0,0.00,0.0,0,0,0,0,0,S2,T17,P1917,/players/davon-godchaux-godchda01
3,0,0,0.00,0.0,0,0,0,0,0,S1,T17,P1917,/players/davon-godchaux-godchda01
